V5-0,Mon, 18 May 2020 19:09:08 CEST,,,,,,,,
Class,CBO,CSOA,DIT,LCOM,MPC,NOC,OCavg,OPavg,RFC,WMC
org.jabref.model.groups.AutomaticKeywordGroup,15,46,2,1,23,0,1.22,0.89,18,11
org.jabref.model.groups.AutomaticPersonsGroup,13,41,2,1,18,0,1.33,0.83,10,8
org.jabref.model.groups.ExplicitGroup,13,62,3,2,30,0,1.25,0.62,15,10
org.jabref.model.groups.GroupEntryChanger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
org.jabref.model.groups.GroupHierarchyType,19,4,n/a,1,n/a,n/a,2,1,2,2
org.jabref.model.groups.GroupTreeNode,35,68,1,4,88,0,1.92,0.88,42,48
org.jabref.model.groups.KeywordGroup,10,37,1,4,n/a,2,1,1,6,5
org.jabref.model.groups.RegexKeywordGroup,8,44,2,2,21,0,1.5,1.5,10,9
org.jabref.model.groups.SearchGroup,9,40,1,2,30,0,1.22,0.78,17,11
org.jabref.model.groups.TexGroup,12,52,1,4,32,0,1.27,1.93,26,19
org.jabref.model.groups.WordKeywordGroup,16,55,2,2,55,1,2.27,1.55,26,25
org.jabref.model.groups.event.GroupUpdatedEvent,2,3,1,1,0,0,1,0.5,2,2
org.jabref.model.metadata.ContentSelector,6,8,0,2,8,0,1.33,0.83,6,8
org.jabref.model.metadata.ContentSelectors,5,10,0,2,21,0,1.89,0.67,12,17
org.jabref.model.metadata.FilePreferences,28,13,0,5,7,0,1.14,0.86,7,8
org.jabref.model.metadata.MetaData,54,75,0,3,91,0,1.15,0.63,61,53
org.jabref.model.metadata.SaveOrderConfig,12,19,0,2,6,0,1.5,0.57,16,21
org.jabref.model.metadata.SaveOrderConfig.SortCriterion,5,8,0,0,6,0,1.33,0.83,6,8
org.jabref.model.metadata.event.MetaDataChangedEvent,3,3,1,1,0,0,1,0.5,2,2
org.jabref.model.pdf.FileAnnotation,7,27,0,9,46,0,1.5,0.94,20,24
org.jabref.model.pdf.FileAnnotationType,3,21,n/a,2,n/a,n/a,1,0.8,7,5
org.jabref.model.search.GroupSearchQuery,5,15,0,1,9,0,1.2,0.4,12,12
org.jabref.model.search.SearchMatcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jabref.model.search.matchers.AndMatcher,3,7,1,1,3,0,1,1,1,1
org.jabref.model.search.matchers.MatcherSet,6,6,0,1,n/a,2,1.5,0.5,4,6
org.jabref.model.search.matchers.MatcherSets,6,1,0,1,0,0,2,1,1,2
org.jabref.model.search.matchers.MatcherSets.MatcherType,3,2,n/a,0,n/a,n/a,n/a,0,0,0
org.jabref.model.search.matchers.NotMatcher,2,4,0,1,2,0,1,1,3,2
org.jabref.model.search.matchers.OrMatcher,3,7,1,1,3,0,1,1,1,1
org.jabref.model.search.rules.ContainBasedSearchRule,8,7,0,2,12,0,2.5,1,8,10
org.jabref.model.search.rules.GrammarBasedSearchRule,10,16,0,1,26,0,1.11,1,20,10
org.jabref.model.search.rules.GrammarBasedSearchRule.BibtexSearchVisitor,12,36,2,5,26,0,1.43,1.57,18,10
org.jabref.model.search.rules.GrammarBasedSearchRule.Comparator,8,7,0,1,34,12,4,1.75,11,16
org.jabref.model.search.rules.GrammarBasedSearchRule.ComparisonOperator,3,4,n/a,1,n/a,n/a,3,1,1,3
org.jabref.model.search.rules.GrammarBasedSearchRule.ThrowingErrorListener,1,11,1,1,0,0,1,6,2,1
org.jabref.model.search.rules.RegexBasedSearchRule,5,7,0,1,10,0,2.5,1,7,10
org.jabref.model.search.rules.SearchRule,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
org.jabref.model.search.rules.SearchRules,6,5,0,1,6,0,1.75,1.5,8,7
org.jabref.model.search.rules.SentenceAnalyzer,3,5,0,1,12,0,4.5,0.5,2,9
org.jabref.model.strings.LatexToUnicodeAdapter,4,4,0,1,9,0,1,1,1,1
org.jabref.model.strings.StringUtil,113,45,0,30,178,0,2.77,1.55,47,111
org.jabref.model.strings.UnicodeToReadableCharMap,1,1,0,0,228,0,1,0,1,1
org.jabref.model.texparser.Citation,7,16,0,3,17,0,1.7,0.6,10,17
org.jabref.model.texparser.TexBibEntriesResolverResult,6,11,0,2,9,0,1.22,0.33,11,11
org.jabref.model.texparser.TexParser,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
org.jabref.model.texparser.TexParserResult,7,18,0,4,21,0,1.21,0.86,20,17
org.jabref.model.util.DummyFileUpdateMonitor,18,4,0,2,0,0,1,2,2,2
org.jabref.model.util.FileHelper,14,9,0,5,51,0,2.78,1.78,11,25
org.jabref.model.util.FileUpdateListener,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jabref.model.util.FileUpdateMonitor,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
org.jabref.model.util.MultiKeyMap,1,4,0,1,9,0,1.67,2,3,5
org.jabref.model.util.OptionalUtil,22,11,0,8,43,0,1.64,1.82,11,18
org.jabref.model.util.TreeCollector,2,11,0,5,23,0,1.62,0.75,8,13
org.jabref.preferences.CustomImportList,4,8,0,2,25,0,1.67,0.5,11,10
org.jabref.preferences.ExportComparator,0,1,0,1,3,0,1,2,1,1
org.jabref.preferences.JabRefPreferences,236,426,0,4,985,0,1.41,0.63,283,209
org.jabref.preferences.JabRefPreferencesFilter,4,4,0,1,13,0,1,0.33,5,3
org.jabref.preferences.JabRefPreferencesFilter.PreferenceOption,3,14,0,4,13,0,1.3,0.5,10,13
org.jabref.preferences.JabRefPreferencesFilter.PreferenceType,2,3,n/a,0,n/a,n/a,n/a,0,0,0
org.jabref.preferences.LastFocusedTabPreferences,2,4,0,1,6,0,1.67,1,5,5
org.jabref.preferences.NewLineSeparator,3,6,n/a,1,n/a,n/a,4,0.33,3,12
org.jabref.preferences.PreferencesService,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41,n/a
org.jabref.preferences.PreviewPreferences,15,17,0,6,10,0,1,0.55,14,11
org.jabref.preferences.PreviewPreferences.Builder,4,13,0,1,10,0,1.29,0.86,14,9
org.jabref.preferences.SearchPreferences,4,24,0,1,28,0,1,0.56,23,16
org.jabref.preferences.VersionPreferences,5,3,0,1,0,0,1,0.5,2,2
org.jabref.styletester.StyleTesterMain,7,3,0,2,10,0,1,0.67,11,3
org.jabref.styletester.StyleTesterView,1,13,0,2,16,0,1,0,3,3
